row,col,cell_idx,x_center_m,y_center_m,lon,lat,is_riau
0,35,35,-1267500.0,-352500.0,101.61055847774777,-1.1323656759741367,False
0,36,36,-1262500.0,-352500.0,101.65548402237822,-1.1328348515542712,False
0,37,37,-1257500.0,-352500.0,101.70040960517268,-1.1333021727587522,False
0,38,38,-1252500.0,-352500.0,101.74533522598003,-1.133767639586915,False
0,39,39,-1247500.0,-352500.0,101.79026088464921,-1.1342312520382918,False
0,40,40,-1242500.0,-352500.0,101.83518658102915,-1.1346930101113333,False
0,41,41,-1237500.0,-352500.0,101.88011231496874,-1.1351529138059029,False
0,42,42,-1232500.0,-352500.0,101.92503808631692,-1.1356109631205917,False
0,43,43,-1227500.0,-352500.0,101.9699638949226,-1.1360671580550428,False
0,44,44,-1222500.0,-352500.0,102.01488974063469,-1.1365214986080108,False
0,45,45,-1217500.0,-352500.0,102.0598156233021,-1.1369739847789457,False
